KNR;SVM;RF;GB;MLP
0.7655695917732618;0.7655695917732618;0.77301807072558;0.7924346360538452;0.7903833345908545
0.798624856904985;0.798624856904985;0.8379411461628448;0.8497507108873483;0.8587010898488326
0.7392615728697314;0.7392615728697314;0.8103067921807702;0.8024531226564768;0.7831712688931576
0.8313443071056524;0.8313443071056524;0.8510906466570471;0.8648884119695417;0.8575958972369342
0.7618600058264952;0.7618600058264952;0.8286329795482843;0.8557095576713749;0.8434713961402192
0.8163478567813782;0.8163478567813782;0.8266321186114737;0.8775936529388432;0.8506669386527451
0.7677894298213835;0.7677894298213835;0.8081052991977122;0.8042814215788362;0.8268940617571771
0.7407653844774533;0.7407653844774533;0.8035224954960981;0.7967286145840391;0.8027680404933537
0.8031337595817123;0.8031337595817123;0.856211287397532;0.866359802069294;0.8586489925117542
0.8616122020157995;0.8616122020157995;0.8549653267552365;0.8389608194425052;0.9052717845859732
0.8245545393702369;0.8245545393702369;0.8751219745019398;0.8697607877077324;0.8904410957809595
0.7939033968757121;0.7939033968757121;0.7836401167770548;0.7961343235042688;0.807291881036372
0.7981623458035032;0.7981623458035032;0.8092819516938186;0.7892418450542596;0.8411595962289142
0.7900051501658596;0.7900051501658596;0.8652144086003382;0.8734006598748165;0.8679738223915634
0.8411393371045912;0.8411393371045912;0.8623829480864792;0.8805581308637644;0.8530055722495566
0.7952204617346565;0.7952204617346565;0.8175852383720161;0.7834320352863791;0.8477281504211234
0.7314805200454175;0.7314805200454175;0.8203181472137691;0.7847697850752839;0.800737100972271
0.7869264124060849;0.7869264124060849;0.8328963055613303;0.829259064461709;0.8250950576350091
0.8531241632276017;0.8531241632276017;0.8366334164927267;0.8487898126543106;0.8683263818835562
0.7867697634337426;0.7867697634337426;0.8872146808707928;0.8931164767122299;0.8795009898101407
0.794379752866263;0.794379752866263;0.8320357675451422;0.8348811835523431;0.8429416226560233
0.7943797528662631;0.7943797528662631;0.8320357675451423;0.8348811835523432;0.8429416226560233
0.794379752866263;0.794379752866263;0.8320357675451423;0.8348811835523432;0.8429416226560235
0.794379752866263;0.794379752866263;0.8320357675451424;0.8348811835523433;0.8429416226560235
